ProductID,Demand,Margin,COGS,Capacity,OptimalSurplus
P0,5702.0,167.676110754506,36.5,0.15,855.2999999878358
P1,58512.0,180.1802919524478,36.9,0.15,8776.799287426593
P2,12332.0,120.7451532842032,28.7,inf,10139.176334688136
P3,8493.0,95.47196550495823,43.5,0.15,1273.94754066616
P4,68762.0,245.1112338519388,46.8,inf,3903.404043780232
P5,6418.0,226.114222643098,39.1,inf,5324.100184399161
P6,11438.0,87.98118602282328,45.5,inf,6.96037961713802
P7,67309.0,209.6473906150528,32.7,0.15,10096.34950389008
P8,78174.0,151.7599876422161,51.5,0.15,11726.099999999986
P9,49381.0,176.4094966998833,36.0,inf,34792.6386553599
P10,10009.0,204.8343365528102,41.1,inf,6425.900865231717
P11,468.0,150.3217767842061,51.0,inf,174.7457362605926
P12,22115.0,51.64515063552788,31.1,0.0,0.0
P13,86460.0,183.0287839644855,42.1,inf,10182.515514511731
P14,276.0,257.6252645731133,43.9,0.15,0.0007133041335144543
P15,40721.0,290.4518454151577,40.8,inf,7980.436187291298
P16,50171.0,262.2932254937373,49.5,inf,9.838975125143206e-12
P17,25128.0,109.5589883635058,55.7,inf,1.1326929095847567e-10
P18,69869.0,238.1146619720815,32.9,0.15,10480.34999934931
P19,18154.0,137.7781967742805,43.5,0.15,2.382049965568774e-11
P20,99596.0,213.9266525705732,44.9,0.15,1.0033728802318787e-06
P21,66276.0,116.4863388935543,35.6,inf,16780.408434192617
P22,47347.0,41.27708536112112,37.8,0.15,2.7069720512433013e-09
P23,33613.0,190.2297902710968,49.8,0.15,5041.949999999932
P24,34919.0,184.464875685995,37.2,0.15,0.0025485237079769167
P25,61643.0,191.3746243442818,36.1,0.15,9246.446394839892
P26,82514.0,73.86920074861527,51.4,inf,4.6697013508032643e-07
P27,44077.0,186.6089137944466,38.3,0.15,4767.727236361504
P28,63985.0,137.3428273110042,39.6,0.15,1.519489461963354e-09
P29,57055.0,213.8138398185014,43.8,inf,12147.085807684463
P30,57074.0,68.12578750123983,56.1,0.0,0.0
P31,49797.0,226.43916241749,44.7,0.0,0.0
P32,81197.0,252.5441497382666,47.9,inf,70803.23339755197
P33,81854.0,75.73435935865749,49.3,0.15,2.6595605479020715e-09
P34,10816.0,279.3328638542139,40.4,0.15,1622.3999999999996
P35,17950.0,131.9304705235579,36.3,inf,4222.710091382225
P36,6973.0,199.695966003223,48.8,0.0,0.0
P37,79404.0,225.0454996508261,42.7,0.15,11910.6
P38,68818.0,109.6876539150401,34.6,0.15,10322.699999999999
P39,22962.0,100.9728290391834,37.8,inf,13478.382891321502
P40,2726.0,136.289488277371,43.8,0.0,0.0
P41,5440.0,239.4223565912289,41.9,inf,5114.968853781014
P42,82182.0,61.71726935557189,40.9,inf,0.0003488469918782182
P43,47719.0,193.85874374029,44.2,inf,11310.71663859896
P44,85247.0,143.9599880861988,51.2,0.15,12787.049999999997
P45,11090.0,67.01354674555067,38.9,0.0,0.0
P46,29270.0,63.62566248424945,39.2,0.15,4390.499999999998
P47,12733.0,76.02059061217645,30.9,0.15,1909.9499936920658
P48,1086.0,232.4850436375135,45.8,0.15,162.89999999999995
P49,16937.0,190.9091053165529,44.8,0.15,2540.549999999971
P50,96900.0,290.2254170589761,48.4,0.15,3.78367861505185e-09
P51,84514.0,195.7696306564763,51.7,inf,20926.731053310665
P52,88486.0,253.2459797351315,50.5,inf,73453.01410164608
P53,12418.0,154.3383586148979,39.6,inf,2069.812001496057
P54,71146.0,240.1678110288029,44.8,0.15,10671.899999999998
P55,58628.0,235.4708280573356,48.6,0.15,8794.199999999997
P56,79920.0,153.5480835110024,45.9,0.15,11987.999999999998
P57,62971.0,95.04195516593408,39.8,0.15,9445.649999999998
P58,54701.0,123.1125912398937,46.6,0.15,8205.149999999998
P59,92276.0,102.5191078282186,46.5,0.15,13841.4
P60,93352.0,192.6148924151466,46.3,inf,62438.419837839596
P61,9143.0,194.7320298049726,43.7,0.15,1370.9442269491046
P62,57017.0,219.8813760632628,43.3,inf,20663.040178544612
P63,33801.0,268.6014368149132,36.0,inf,6235.675516111363
P64,64903.0,184.5436488046924,52.4,0.15,9735.449999999999
P65,82995.0,271.4368433666997,44.4,inf,1041.8294855251886
P66,45405.0,257.9483474574351,31.4,inf,21600.60265969918
P67,38256.0,61.63020516262942,47.3,inf,3.5128876233733204e-06
P68,62644.0,147.5479411091153,48.9,inf,2.7369096075680993e-11
P69,5795.0,122.2726447015674,21.4,0.0,0.0
P70,64094.0,74.19644284305014,36.6,0.15,1.7776531618808638e-06
P71,31020.0,72.16581382284244,50.6,0.15,314.7712696413516
P72,56790.0,87.80920463020374,47.2,0.15,8.782511350905155e-11
P73,87853.0,93.90229525233931,39.9,inf,56922.51222434368
P74,58893.0,105.311252635291,40.5,inf,0.0007666640377013113
P75,16930.0,88.6923202955328,37.2,0.15,7.358904297977623e-12
P76,29463.0,270.9551907800329,52.3,inf,0.0004252640945221647
P77,80799.0,152.911111177073,50.0,inf,48434.36275695925
P78,4661.0,39.6221483244363,28.1,inf,1.049118233666352e-08
P79,11049.0,282.4954348277138,32.6,0.15,1657.3499999999997
P80,40188.0,63.64342509864336,37.5,inf,7996.799594094733
P81,70558.0,92.83978104004387,25.4,0.0,0.0
P82,12909.0,65.87853658199131,35.0,inf,53275.83414271105
P83,59934.0,146.7867423526215,41.4,0.15,8990.1
P84,8776.0,188.4174525363854,47.6,0.15,1316.3980690687995
P85,67842.0,92.72410321091468,52.1,inf,44696.73247036542
P86,58061.0,57.82452853240284,58.9,0.15,1.274091132760229e-06
P87,66355.0,74.93006914743188,48.5,0.15,4.103091104581753e-06
P88,42616.0,45.01157945994674,50.9,inf,0.00304431632138753
P89,57736.0,184.1052896945026,30.9,0.15,8660.399999999918
P90,89324.0,234.7479101260304,50.6,inf,48900.11128198732
P91,23088.0,109.3996003468971,43.6,inf,916.1105071711124
P92,5037.0,147.724282121514,47.5,0.15,669.3107853373073
P93,18218.0,195.1987547656445,51.3,inf,1416.1051968685913
P94,67360.0,216.8598687645051,28.8,inf,12302.3279286923
