ProductID,Demand,Margin,COGS,Capacity,OptimalSurplus
P0,5702.0,167.676110754506,36.5,0.15,855.2978045489051
P1,58512.0,180.1802919524478,36.9,0.15,8776.796748364082
P2,12332.0,120.7451532842032,28.7,inf,13633.856618286578
P3,8493.0,95.47196550495823,43.5,0.15,1240.3816956781488
P4,68762.0,245.1112338519388,46.8,inf,0.20752935674248282
P5,6418.0,226.114222643098,39.1,inf,4952.335457556697
P6,11438.0,87.98118602282328,45.5,inf,3488.716925476746
P7,67309.0,209.6473906150528,32.7,0.15,10096.328633253226
P8,78174.0,151.7599876422161,51.5,0.15,11725.723867157663
P9,49381.0,176.4094966998833,36.0,inf,16392.153530666506
P10,10009.0,204.8343365528102,41.1,inf,2021.996895683057
P11,468.0,150.3217767842061,51.0,inf,79.03430216357346
P12,22115.0,51.64515063552788,31.1,0.0,0.0
P13,86460.0,183.0287839644855,42.1,inf,28524.591790298
P14,276.0,257.6252645731133,43.9,0.15,26.431224352116725
P15,40721.0,290.4518454151577,40.8,inf,30571.270952939863
P16,50171.0,262.2932254937373,49.5,inf,5201.459321375943
P17,25128.0,109.5589883635058,55.7,inf,2.873075219800028
P18,69869.0,238.1146619720815,32.9,0.15,4329.057424966033
P19,18154.0,137.7781967742805,43.5,0.15,0.1238307306355021
P20,99596.0,213.9266525705732,44.9,0.15,0.07007646022623942
P21,66276.0,116.4863388935543,35.6,inf,22.156753936550352
P22,47347.0,41.27708536112112,37.8,0.15,1.8819451288561617
P23,33613.0,190.2297902710968,49.8,0.15,5041.949968579025
P24,34919.0,184.464875685995,37.2,0.15,36.82690603140559
P25,61643.0,191.3746243442818,36.1,0.15,9246.378427124246
P26,82514.0,73.86920074861527,51.4,inf,3.0223902558346087
P27,44077.0,186.6089137944466,38.3,0.15,1894.0304675837504
P28,63985.0,137.3428273110042,39.6,0.15,1779.201080176913
P29,57055.0,213.8138398185014,43.8,inf,746.6367450074049
P30,57074.0,68.12578750123983,56.1,0.0,0.0
P31,49797.0,226.43916241749,44.7,0.0,0.0
P32,81197.0,252.5441497382666,47.9,inf,88580.96584338379
P33,81854.0,75.73435935865749,49.3,0.15,347.85613433329485
P34,10816.0,279.3328638542139,40.4,0.15,1622.3996971592235
P35,17950.0,131.9304705235579,36.3,inf,11355.020190332643
P36,6973.0,199.695966003223,48.8,0.0,0.0
P37,79404.0,225.0454996508261,42.7,0.15,11910.595075044452
P38,68818.0,109.6876539150401,34.6,0.15,10307.2809249318
P39,22962.0,100.9728290391834,37.8,inf,12536.604928834402
P40,2726.0,136.289488277371,43.8,0.0,0.0
P41,5440.0,239.4223565912289,41.9,inf,4999.755996832061
P42,82182.0,61.71726935557189,40.9,inf,19.837723562793084
P43,47719.0,193.85874374029,44.2,inf,14213.5836725382
P44,85247.0,143.9599880861988,51.2,0.15,12787.017049490907
P45,11090.0,67.01354674555067,38.9,0.0,0.0
P46,29270.0,63.62566248424945,39.2,0.15,1629.6825546061787
P47,12733.0,76.02059061217645,30.9,0.15,30.082705023139066
P48,1086.0,232.4850436375135,45.8,0.15,102.43589009458728
P49,16937.0,190.9091053165529,44.8,0.15,2540.5499074410714
P50,96900.0,290.2254170589761,48.4,0.15,9173.600293247204
P51,84514.0,195.7696306564763,51.7,inf,38627.85971936397
P52,88486.0,253.2459797351315,50.5,inf,106193.51223956804
P53,12418.0,154.3383586148979,39.6,inf,3321.636003783355
P54,71146.0,240.1678110288029,44.8,0.15,10563.411302717243
P55,58628.0,235.4708280573356,48.6,0.15,1170.2833238625533
P56,79920.0,153.5480835110024,45.9,0.15,11985.66011842458
P57,62971.0,95.04195516593408,39.8,0.15,6.999914541424103
P58,54701.0,123.1125912398937,46.6,0.15,8205.149087606878
P59,92276.0,102.5191078282186,46.5,0.15,13825.243944934804
P60,93352.0,192.6148924151466,46.3,inf,67892.27224479262
P61,9143.0,194.7320298049726,43.7,0.15,1368.1484730749983
P62,57017.0,219.8813760632628,43.3,inf,34863.59595233471
P63,33801.0,268.6014368149132,36.0,inf,11349.807637032658
P64,64903.0,184.5436488046924,52.4,0.15,9735.263134184086
P65,82995.0,271.4368433666997,44.4,inf,12157.966612861681
P66,45405.0,257.9483474574351,31.4,inf,28862.047334086124
P67,38256.0,61.63020516262942,47.3,inf,1.9649091900617182
P68,62644.0,147.5479411091153,48.9,inf,3.854590379512944
P69,5795.0,122.2726447015674,21.4,0.0,0.0
P70,64094.0,74.19644284305014,36.6,0.15,0.05628949195608499
P71,31020.0,72.16581382284244,50.6,0.15,0.8466944156438998
P72,56790.0,87.80920463020374,47.2,0.15,17.75390574207456
P73,87853.0,93.90229525233931,39.9,inf,17724.169492025638
P74,58893.0,105.311252635291,40.5,inf,11377.009607647513
